,population
6091,0.0
6092,0.0
6093,35399.0
6094,6.0
6095,628.0
6096,0.0
6097,395.0
6098,102.0
6099,14.0
6100,37.0
6101,1.0
6102,15.0
6103,0.0
6104,0.0
6105,71.0
6106,236.0
6107,3.0
6108,0.0
6109,80.0
6110,16.0
6111,1.0
6112,0.0
6113,0.0
6114,90.0
6115,4.0
6116,0.0
6117,29.0
6118,0.0
6119,1.0
6120,185.0
6121,4.0
6122,24.0
6123,5.0
6124,16.0
6125,0.0
6126,0.0
6127,90.0
6128,0.0
6129,11.0
6130,15.0
6131,34.0
6132,8.0
6133,7.0
6134,1854.0
6135,0.0
6136,0.0
6137,0.0
6138,0.0
6139,2.0
6140,24.0
6141,0.0
6142,2.0
6143,0.0
6144,27.0
6145,6.0
6146,4.0
6147,5.0
6148,7.0
6149,0.0
6150,18.0
6151,0.0
6152,9.0
6153,9.0
6154,5.0
6155,0.0
6156,0.0
6157,2.0
6158,10.0
6159,0.0
6160,298.0
6161,0.0
6162,13.0
6163,1.0
6164,2.0
6165,1.0
6166,3.0
6167,5.0
6168,0.0
6169,0.0
6170,8345.0
6171,2.0
6172,11.0
6173,3.0
6174,13.0
6175,1.0
6176,0.0
6177,0.0
6178,0.0
6179,2.0
6180,1.0
6181,27.0
6182,10.0
6183,2.0
6184,21.0
6185,8.0
6186,17.0
6187,79.0
6188,0.0
6189,10.0
6190,0.0
6191,0.0
6192,0.0
6193,3.0
6194,1.0
6195,93.0
6196,122.0
6197,0.0
6198,0.0
6199,35.0
6200,5.0
6201,0.0
6202,53.0
6203,43.0
6204,23.0
6205,70.0
6206,2.0
6207,1.0
6208,0.0
6209,0.0
6210,2.0
6211,6.0
6212,21.0
6213,283.0
6214,260.0
6215,0.0
6216,3.0
6217,2.0
6218,11.0
6219,0.0
6220,3.0
6221,1.0
6222,12.0
6223,0.0
6224,4.0
6225,120.0
6226,0.0
6227,2.0
6228,0.0
6229,0.0
6230,0.0
6231,100.0
6232,32.0
6233,23.0
6234,74.0
6235,79.0
6236,24.0
6237,18.0
6238,39.0
6239,0.0
6240,1.0
6241,0.0
6242,4.0
6243,5.0
6244,3.0
6245,0.0
6246,0.0
6247,47.0
6248,2.0
6249,1.0
6250,4.0
6251,0.0
6252,0.0
6253,0.0
6254,6.0
6255,11.0
6256,5.0
6257,45.0
6258,0.0
6259,16.0
6260,0.0
6261,125.0
6262,453.0
6263,79.0
6264,24.0
6265,323.0
6266,0.0
6267,2.0
6268,6.0
6269,8.0
6270,1.0
6271,0.0
6272,180.0
6273,0.0
6274,0.0
6275,1.0
6276,5.0
6277,1.0
6278,20.0
6279,15.0
6280,1.0
6281,0.0
6282,1.0
6283,10.0
6284,1.0
6285,2.0
6286,0.0
6287,4.0
6288,3.0
6289,9.0
6290,0.0
6291,1.0
6292,11.0
6293,10.0
6294,9.0
6295,11.0
6296,3.0
6297,0.0
6298,0.0
6299,198.0
6300,13.0
6301,0.0
6302,0.0
6303,6.0
6304,2.0
6305,1.0
6306,2.0
6307,2.0
6308,0.0
6309,1.0
6310,7.0
6311,3.0
6312,0.0
6313,0.0
6314,70.0
6315,1513.0
6316,34.0
6317,0.0
6318,8.0
6319,53.0
6320,5.0
6321,0.0
6322,2.0
6323,6.0
6324,11.0
6325,71.0
6326,48.0
6327,0.0
6328,4.0
6329,916.0
6330,154.0
6331,168.0
6332,0.0
6333,0.0
6334,1309.0
6335,329.0
6336,180.0
6337,27.0
6338,2102.0
6339,250.0
6340,12.0
6341,82.0
6342,0.0
6343,625.0
6344,11.0
6345,98.0
6346,0.0
6347,9.0
6348,6.0
6349,1.0
6350,0.0
6351,100.0
6352,35.0
6353,0.0
6354,27.0
6355,6.0
6356,20.0
6357,3.0
6358,0.0
6359,16.0
6360,18.0
6361,1.0
6362,10.0
6363,0.0
6364,6.0
6365,0.0
6366,0.0
6367,40.0
6368,0.0
6369,0.0
6370,1.0
6371,13.0
6372,0.0
6373,0.0
6374,29.0
6375,78.0
6376,8.0
6377,33.0
6378,47.0
6379,0.0
6380,1.0
6381,0.0
6382,0.0
6383,0.0
6384,17.0
6385,0.0
6386,16.0
6387,0.0
6388,0.0
6389,1.0
6390,11.0
6391,13.0
6392,0.0
6393,0.0
6394,60.0
6395,7.0
6396,0.0
6397,0.0
6398,0.0
6399,0.0
6400,51.0
6401,18.0
6402,0.0
6403,0.0
6404,73338.0
6405,106.0
6406,20.0
6407,616.0
6408,24.0
6409,58.0
6410,3.0
6411,5.0
6412,1.0
6413,4.0
6414,34.0
6415,1.0
6416,1.0
6417,0.0
6418,191.0
6419,2.0
6420,0.0
6421,0.0
6422,193.0
6423,462.0
6424,15.0
6425,0.0
6426,13.0
6427,68.0
6428,79.0
6429,3.0
6430,116.0
6431,0.0
6432,22.0
6433,9.0
6434,0.0
6435,0.0
6436,63.0
6437,3.0
6438,2.0
6439,0.0
6440,5.0
6441,0.0
6442,20.0
6443,1.0
6444,48.0
6445,69.0
6446,2.0
6447,2.0
6448,12.0
6449,19.0
6450,0.0
6451,1.0
6452,0.0
6453,0.0
6454,7.0
6455,0.0
6456,0.0
6457,55.0
6458,21.0
6459,0.0
6460,10.0
6461,0.0
6462,0.0
6463,8.0
6464,16.0
6465,0.0
6466,0.0
6467,2.0
6468,17.0
6469,0.0
6470,7.0
6471,15.0
6472,2.0
6473,16.0
6474,17.0
6475,2.0
6476,1.0
6477,0.0
6478,801.0
6479,0.0
6480,7.0
6481,33.0
6482,0.0
6483,53.0
6484,30.0
6485,1852.0
6486,5.0
6487,0.0
6488,0.0
6489,97.0
6490,0.0
6491,67.0
6492,125.0
6493,13.0
6494,103.0
6495,0.0
6496,9.0
6497,12.0
6498,10.0
6499,65.0
6500,2.0
6501,0.0
6502,0.0
6503,0.0
6504,1.0
6505,197.0
6506,85.0
6507,15.0
6508,13.0
6509,29.0
6510,42.0
6511,0.0
6512,0.0
6513,0.0
6514,0.0
6515,0.0
6516,0.0
6517,4.0
6518,0.0
6519,11.0
6520,10.0
6521,1.0
6522,0.0
6523,940.0
6524,0.0
6525,0.0
6526,0.0
6527,4.0
6528,4.0
6529,146.0
6530,0.0
6531,0.0
6532,25.0
6533,12.0
6534,8.0
6535,1.0
6536,0.0
6537,1.0
6538,18.0
6539,134.0
6540,23.0
6541,100.0
6542,330.0
6543,11.0
6544,11.0
6545,17.0
6546,1483.0
6547,1.0
6548,3.0
6549,6.0
6550,150.0
6551,0.0
6552,0.0
6553,2.0
6554,0.0
6555,0.0
6556,6.0
6557,2.0
6558,0.0
6559,10.0
6560,1.0
6561,4.0
6562,1.0
6563,16.0
6564,5.0
6565,21.0
6566,0.0
6567,4.0
6568,498.0
6569,453.0
6570,4.0
6571,0.0
6572,1388.0
6573,4.0
6574,1.0
6575,0.0
6576,0.0
6577,0.0
6578,1.0
6579,3.0
6580,6.0
6581,0.0
6582,4.0
6583,0.0
6584,0.0
6585,11.0
6586,5.0
6587,0.0
6588,5.0
6589,5787.0
6590,805.0
6591,41.0
6592,563.0
6593,41.0
6594,184.0
6595,0.0
6596,0.0
6597,47.0
6598,78.0
6599,1116.0
6600,76.0
6601,114.0
6602,63.0
6603,14.0
6604,20.0
6605,0.0
6606,4.0
6607,1.0
6608,1.0
6609,42.0
6610,1.0
6611,9.0
6612,10.0
6613,212.0
6614,0.0
6615,4.0
6616,5.0
6617,46.0
6618,25.0
6619,0.0
6620,17.0
6621,4.0
6622,5.0
6623,0.0
6624,21.0
6625,15.0
6626,0.0
6627,0.0
6628,1.0
6629,25.0
6630,34.0
6631,4.0
6632,0.0
6633,7.0
6634,0.0
6635,5.0
6636,3.0
6637,6.0
6638,0.0
6639,5.0
6640,4.0
6641,40.0
6642,0.0
6643,1000.0
6644,0.0
6645,0.0
6646,157.0
6647,0.0
6648,84.0
6649,20.0
6650,20.0
6651,360.0
6652,29.0
6653,11.0
6654,0.0
6655,0.0
6656,0.0
6657,0.0
6658,26.0
6659,5.0
6660,5.0
6661,6.0
6662,1137.0
6663,1805.0
6664,0.0
6665,1.0
6666,14.0
6667,1.0
6668,0.0
6669,0.0
6670,0.0
6671,278.0
6672,41.0
6673,0.0
6674,26.0
6675,14.0
6676,37.0
6677,0.0
6678,0.0
6679,24.0
6680,0.0
6681,0.0
6682,27.0
6683,0.0
6684,1.0
6685,10.0
6686,92.0
6687,3.0
6688,1.0
6689,1.0
6690,6.0
6691,52.0
6692,0.0
6693,116.0
6694,164.0
6695,3.0
6696,21.0
6697,1.0
6698,0.0
6699,47.0
6700,12.0
6701,2.0
6702,3.0
6703,3.0
6704,0.0
6705,0.0
6706,0.0
6707,3.0
6708,2.0
6709,0.0
6710,188.0
6711,40.0
6712,21.0
6713,66.0
6714,6.0
6715,1.0
6716,4.0
6717,0.0
6718,16.0
6719,162.0
6720,1.0
6721,13.0
6722,387.0
6723,0.0
6724,5.0
6725,25.0
6726,12.0
6727,69.0
6728,227.0
6729,105.0
6730,0.0
6731,0.0
6732,9.0
6733,10.0
6734,9.0
6735,2.0
6736,5.0
6737,0.0
6738,1.0
6739,4.0
6740,2.0
6741,10.0
6742,52.0
6743,130.0
6744,1230.0
6745,4275.0
6746,2.0
6747,12.0
6748,2.0
6749,1.0
6750,1.0
6751,0.0
6752,0.0
6753,0.0
6754,0.0
6755,115.0
6756,0.0
6757,1.0
6758,4.0
6759,59.0
6760,6.0
6761,0.0
6762,0.0
6763,1.0
6764,0.0
6765,4.0
6766,2.0
6767,1.0
6768,0.0
6769,0.0
6770,2.0
6771,10.0
6772,6.0
6773,3.0
6774,52.0
6775,967.0
6776,33.0
6777,13.0
6778,34.0
6779,48.0
6780,0.0
6781,8.0
6782,32.0
6783,0.0
6784,0.0
6785,218.0
6786,0.0
6787,19.0
6788,0.0
6789,1.0
6790,4.0
6791,4.0
6792,1.0
6793,7.0
6794,11.0
6795,0.0
6796,2.0
6797,0.0
6798,12.0
6799,163.0
6800,15.0
6801,12.0
6802,40.0
6803,15.0
6804,8.0
6805,5.0
6806,1.0
6807,17.0
6808,5.0
6809,5.0
6810,1.0
6811,1.0
6812,1.0
6813,1.0
6814,3.0
6815,0.0
6816,14.0
6817,13.0
6818,56.0
6819,0.0
6820,0.0
6821,0.0
6822,16.0
6823,2.0
6824,68.0
6825,11.0
6826,0.0
6827,0.0
6828,1.0
6829,5.0
6830,1.0
6831,12.0
6832,61.0
6833,102.0
6834,500.0
6835,95.0
6836,4.0
6837,74.0
6838,360.0
6839,43.0
6840,0.0
6841,113.0
6842,72.0
6843,40.0
6844,80.0
6845,127.0
6846,1804.0
6847,0.0
6848,12.0
6849,12.0
6850,6.0
6851,11.0
6852,5.0
6853,10.0
6854,62.0
6855,2.0
6856,13.0
6857,19.0
6858,20.0
6859,0.0
6860,2.0
6861,3.0
6862,20.0
6863,1.0
6864,1.0
6865,0.0
6866,0.0
6867,1.0
6868,15.0
6869,18.0
6870,0.0
6871,0.0
6872,7.0
6873,84.0
6874,0.0
6875,0.0
6876,22.0
6877,16.0
6878,20.0
6879,0.0
6880,1.0
6881,9.0
6882,9.0
6883,5.0
6884,0.0
6885,0.0
6886,20.0
6887,34.0
6888,10.0
6889,3.0
6890,1.0
6891,1.0
6892,2.0
6893,0.0
6894,0.0
6895,0.0
6896,2.0
6897,46.0
6898,7.0
6899,7.0
6900,23.0
6901,68.0
6902,10.0
6903,177.0
6904,7.0
6905,214.0
6906,0.0
6907,76.0
6908,80.0
6909,66.0
6910,380.0
6911,43.0
6912,100.0
6913,242.0
6914,2.0
6915,593.0
6916,67.0
6917,17.0
6918,0.0
6919,11.0
6920,29.0
6921,78.0
6922,0.0
6923,172.0
6924,13.0
6925,6.0
6926,1.0
6927,610.0
6928,0.0
6929,8.0
6930,2.0
6931,38.0
6932,30.0
6933,3.0
6934,0.0
6935,9.0
6936,2.0
6937,0.0
6938,0.0
6939,30.0
6940,150.0
6941,8.0
6942,52.0
6943,0.0
6944,2.0
6945,0.0
6946,21.0
6947,4.0
6948,0.0
6949,0.0
6950,0.0
6951,1.0
6952,6.0
6953,0.0
6954,0.0
6955,2.0
6956,15.0
6957,14.0
6958,41.0
6959,38.0
6960,15.0
6961,11.0
6962,21.0
6963,1.0
6964,16.0
6965,0.0
6966,0.0
6967,1.0
6968,16.0
6969,0.0
6970,3.0
6971,16.0
6972,18.0
6973,33.0
6974,0.0
6975,0.0
6976,0.0
6977,2.0
6978,0.0
6979,4.0
6980,76.0
6981,160.0
6982,78.0
6983,7.0
6984,0.0
6985,8.0
6986,3.0
6987,129.0
6988,98.0
6989,96.0
6990,36.0
6991,57.0
6992,6.0
6993,22.0
6994,0.0
6995,26.0
6996,14.0
6997,0.0
6998,27.0
6999,0.0
7000,0.0
7001,1317.0
7002,0.0
7003,7.0
7004,0.0
7005,0.0
7006,0.0
7007,7.0
7008,1.0
7009,4.0
7010,0.0
7011,9.0
7012,1.0
7013,0.0
7014,15.0
7015,0.0
7016,6.0
7017,28.0
7018,13.0
7019,27.0
7020,10.0
7021,0.0
7022,1.0
7023,7.0
7024,0.0
7025,0.0
7026,200.0
7027,3.0
7028,0.0
7029,0.0
7030,9.0
7031,0.0
7032,0.0
7033,87564.0
7034,145.0
7035,352.0
7036,12.0
7037,311.0
7038,10.0
7039,56.0
7040,6.0
7041,9.0
7042,11.0
7043,15.0
7044,10.0
7045,11.0
7046,87.0
7047,27.0
7048,12.0
7049,16.0
7050,7.0
7051,4.0
7052,0.0
7053,7.0
7054,0.0
7055,2.0
7056,1.0
7057,3.0
7058,5.0
7059,0.0
7060,13.0
7061,93.0
7062,41.0
7063,98.0
7064,0.0
7065,0.0
7066,5.0
7067,40.0
7068,7.0
7069,2.0
7070,5.0
7071,0.0
7072,8.0
7073,0.0
7074,0.0
7075,0.0
7076,0.0
7077,0.0
7078,0.0
7079,2.0
7080,30.0
7081,27.0
7082,17.0
7083,0.0
7084,2.0
7085,67.0
7086,0.0
7087,698.0
7088,17.0
7089,11.0
7090,14.0
7091,98.0
7092,21.0
7093,0.0
7094,70.0
7095,37.0
7096,1117.0
7097,436.0
7098,37.0
7099,111.0
7100,6.0
7101,22.0
7102,28.0
7103,4.0
7104,2.0
7105,7.0
7106,13.0
7107,24.0
7108,47.0
7109,5.0
7110,1.0
7111,4.0
7112,2.0
7113,3.0
7114,50.0
7115,10.0
7116,74.0
7117,0.0
7118,0.0
7119,10.0
7120,6.0
7121,0.0
7122,40.0
7123,8.0
7124,9.0
7125,0.0
7126,30.0
7127,9.0
7128,3.0
7129,0.0
7130,105.0
7131,12.0
7132,22.0
7133,2.0
7134,0.0
7135,0.0
7136,138366.0
7137,52.0
7138,0.0
7139,25.0
7140,9.0
7141,49.0
7142,0.0
7143,0.0
7144,0.0
7145,42.0
7146,7.0
7147,17.0
7148,13.0
7149,0.0
7150,0.0
7151,115.0
7152,166.0
7153,83.0
7154,16.0
7155,12.0
7156,40.0
7157,11.0
7158,105.0
7159,24.0
7160,819.0
7161,0.0
7162,10.0
7163,82.0
7164,2.0
7165,0.0
7166,2.0
7167,4.0
7168,0.0
7169,0.0
7170,43.0
7171,5.0
7172,0.0
7173,13.0
7174,36.0
7175,0.0
7176,1.0
7177,30.0
7178,0.0
7179,0.0
7180,17.0
7181,2.0
7182,0.0
7183,0.0
7184,4.0
7185,0.0
7186,6.0
7187,0.0
7188,21.0
7189,18.0
7190,0.0
7191,0.0
7192,0.0
7193,2.0
7194,54.0
7195,72.0
7196,1.0
7197,0.0
7198,0.0
7199,49.0
7200,5.0
7201,38.0
7202,0.0
7203,0.0
7204,44.0
7205,102.0
7206,12.0
7207,144.0
7208,0.0
7209,1.0
7210,8.0
7211,33.0
7212,124.0
7213,254.0
7214,0.0
7215,90.0
7216,11.0
7217,5.0
7218,34.0
7219,4.0
7220,22.0
7221,19.0
7222,50.0
7223,10.0
7224,62.0
7225,0.0
7226,0.0
7227,0.0
7228,9.0
7229,4.0
7230,10.0
7231,34.0
7232,347.0
7233,7.0
7234,1.0
7235,0.0
7236,180.0
7237,2.0
7238,1.0
7239,0.0
7240,0.0
7241,0.0
7242,0.0
7243,10.0
7244,0.0
7245,9.0
7246,0.0
7247,135.0
7248,16.0
7249,197.0
7250,1.0
7251,0.0
7252,0.0
7253,90.0
7254,74.0
7255,4.0
7256,11.0
7257,12.0
7258,0.0
7259,0.0
7260,1.0
7261,3.0
7262,0.0
7263,2.0
7264,0.0
7265,0.0
7266,0.0
7267,1.0
7268,209.0
7269,203.0
7270,136.0
7271,33.0
7272,27.0
7273,0.0
7274,0.0
7275,23.0
7276,30.0
7277,2.0
7278,3.0
7279,31.0
7280,13.0
7281,2.0
7282,14.0
7283,0.0
7284,1.0
7285,7.0
7286,48.0
7287,0.0
7288,3.0
7289,14.0
7290,6.0
7291,0.0
7292,12.0
7293,2.0
7294,2.0
7295,3.0
7296,11.0
7297,0.0
7298,0.0
7299,3.0
7300,3.0
7301,2.0
7302,0.0
7303,40.0
7304,2.0
7305,5.0
7306,0.0
7307,0.0
7308,0.0
7309,0.0
7310,36.0
7311,0.0
7312,0.0
7313,7.0
7314,0.0
7315,21.0
7316,1330.0
7317,62.0
7318,64.0
7319,29.0
7320,0.0
7321,100.0
7322,120.0
7323,11.0
7324,1489.0
7325,55.0
7326,102.0
7327,116.0
7328,0.0
7329,0.0
7330,2.0
7331,295.0
7332,0.0
7333,35.0
7334,3.0
7335,2.0
7336,1.0
7337,16.0
7338,44.0
7339,16.0
7340,56.0
7341,0.0
7342,19.0
7343,10.0
7344,16.0
7345,2.0
7346,0.0
7347,3.0
7348,5.0
7349,24.0
7350,27.0
7351,28.0
7352,4.0
7353,25.0
7354,24.0
7355,0.0
7356,5.0
7357,26.0
7358,0.0
7359,0.0
7360,1.0
7361,4.0
7362,0.0
7363,92.0
7364,0.0
7365,3.0
7366,31.0
7367,0.0
7368,0.0
7369,0.0
7370,18.0
7371,117.0
7372,10.0
7373,50.0
7374,52.0
7375,0.0
7376,274.0
7377,158.0
7378,112.0
7379,33.0
7380,0.0
7381,22.0
7382,33.0
7383,10.0
7384,0.0
7385,1242.0
7386,0.0
7387,19.0
7388,298.0
7389,1.0
7390,8.0
7391,0.0
7392,0.0
7393,0.0
7394,11.0
7395,11.0
7396,161.0
7397,20.0
7398,6.0
7399,21.0
7400,103.0
7401,0.0
7402,275.0
7403,0.0
7404,0.0
7405,0.0
7406,0.0
7407,0.0
7408,6.0
7409,0.0
7410,15.0
7411,21.0
7412,9.0
7413,17.0
7414,40.0
7415,7.0
7416,11.0
7417,4.0
7418,630.0
7419,38.0
7420,0.0
7421,27.0
7422,1.0
7423,58.0
7424,11.0
7425,65.0
7426,9.0
7427,2.0
7428,0.0
7429,37.0
7430,13.0
7431,306.0
7432,0.0
7433,0.0
7434,148.0
7435,11.0
7436,14.0
7437,19.0
7438,31.0
7439,11.0
7440,135.0
7441,204.0
7442,25.0
7443,0.0
7444,42.0
7445,0.0
7446,35.0
7447,0.0
7448,1.0
7449,3.0
7450,0.0
7451,0.0
7452,9.0
7453,3.0
7454,0.0
7455,1.0
7456,46.0
7457,16.0
7458,0.0
7459,15.0
7460,66.0
7461,15.0
7462,11.0
7463,3.0
7464,0.0
7465,2.0
7466,3.0
7467,0.0
7468,0.0
7469,4.0
7470,26.0
7471,0.0
7472,0.0
7473,32.0
7474,363.0
7475,0.0
7476,0.0
7477,3.0
7478,0.0
7479,0.0
7480,0.0
7481,562.0
7482,0.0
7483,0.0
7484,2977.0
7485,1911.0
7486,2137.0
7487,59.0
7488,80.0
7489,22.0
7490,18.0
7491,13.0
7492,0.0
7493,46.0
7494,8.0
7495,0.0
7496,418.0
7497,175.0
7498,31.0
7499,27.0
7500,12.0
7501,7.0
7502,4.0
7503,1.0
7504,3.0
7505,0.0
7506,4.0
7507,0.0
7508,0.0
7509,1.0
7510,6.0
7511,0.0
7512,14.0
7513,0.0
7514,27.0
7515,31.0
7516,2.0
7517,3.0
7518,0.0
7519,19.0
7520,2.0
7521,3.0
7522,25.0
7523,0.0
7524,53.0
7525,0.0
7526,0.0
7527,0.0
7528,63.0
7529,8.0
7530,9.0
7531,2.0
7532,1.0
7533,0.0
7534,0.0
7535,53.0
7536,174.0
7537,0.0
7538,0.0
7539,1.0
7540,122.0
7541,22.0
7542,0.0
7543,0.0
7544,222570.0
7545,4.0
7546,40.0
7547,6.0
7548,21.0
7549,1.0
7550,17.0
7551,530.0
7552,317.0
7553,94.0
7554,13.0
7555,323.0
7556,250.0
7557,196.0
7558,494.0
7559,17.0
7560,119.0
7561,168.0
7562,11.0
7563,0.0
7564,2.0
7565,44.0
7566,0.0
7567,0.0
7568,3.0
7569,15.0
7570,170.0
7571,10.0
7572,44.0
7573,0.0
7574,0.0
7575,194.0
7576,10.0
7577,0.0
7578,8.0
7579,12.0
7580,1.0
7581,0.0
7582,0.0
7583,14.0
7584,7.0
7585,28.0
7586,5.0
7587,4.0
7588,0.0
7589,32.0
7590,10.0
7591,1.0
7592,0.0
7593,120.0
7594,2.0
7595,66.0
7596,71.0
7597,43.0
7598,0.0
7599,0.0
7600,68.0
7601,45.0
7602,0.0
7603,0.0
7604,5.0
7605,0.0
7606,0.0
7607,0.0
7608,8.0
7609,5.0
7610,40.0
7611,66.0
7612,5.0
7613,0.0
7614,150.0
7615,0.0
7616,16.0
7617,2045.0
7618,68.0
7619,31.0
7620,19.0
7621,23.0
7622,15.0
7623,409.0
7624,20.0
7625,68.0
7626,118.0
7627,44.0
7628,2.0
7629,212.0
7630,0.0
7631,200.0
7632,3.0
7633,16.0
7634,0.0
7635,20.0
7636,0.0
7637,43.0
7638,3.0
7639,12.0
7640,0.0
7641,1.0
7642,52.0
7643,26.0
7644,0.0
7645,24.0
7646,55736.0
7647,23.0
7648,8.0
7649,53.0
7650,21.0
7651,24.0
7652,36.0
7653,2.0
7654,0.0
7655,2.0
7656,0.0
7657,0.0
7658,16.0
7659,17.0
7660,20000.0
7661,11.0
7662,2.0
7663,5.0
7664,0.0
7665,2.0
7666,0.0
7667,122.0
7668,4.0
7669,24.0
7670,22.0
7671,0.0
7672,258.0
7673,0.0
7674,75.0
7675,0.0
7676,51.0
7677,13.0
7678,0.0
7679,34.0
7680,0.0
7681,388.0
7682,6.0
7683,4.0
7684,0.0
7685,20.0
7686,109.0
7687,9.0
7688,0.0
7689,0.0
7690,41.0
7691,8.0
7692,84.0
7693,102.0
7694,35.0
7695,22.0
7696,40.0
7697,0.0
7698,9.0
7699,0.0
7700,0.0
7701,0.0
7702,62.0
7703,21.0
7704,130.0
7705,0.0
7706,0.0
7707,1.0
7708,0.0
7709,0.0
7710,12.0
7711,0.0
7712,5.0
7713,0.0
7714,0.0
7715,62.0
7716,10.0
7717,17.0
7718,13.0
7719,0.0
7720,52.0
7721,0.0
7722,978.0
7723,1.0
7724,0.0
7725,0.0
7726,1.0
7727,5.0
7728,1.0
7729,1.0
7730,1.0
7731,0.0
7732,0.0
7733,0.0
7734,1.0
7735,0.0
7736,32.0
7737,2.0
7738,628.0
7739,40.0
7740,18.0
7741,26.0
7742,0.0
7743,273.0
7744,40.0
7745,4.0
7746,4.0
7747,0.0
7748,4.0
7749,7.0
7750,10.0
7751,0.0
7752,7.0
7753,10.0
7754,1.0
7755,0.0
7756,0.0
7757,6.0
7758,0.0
7759,7.0
7760,20.0
7761,0.0
7762,3.0
7763,0.0
7764,59.0
7765,16.0
7766,5.0
7767,33.0
7768,36.0
7769,3.0
7770,10.0
7771,1.0
7772,0.0
7773,62.0
7774,53.0
7775,3.0
7776,112.0
7777,212.0
7778,608.0
7779,59.0
7780,47.0
7781,2.0
7782,6.0
7783,10.0
7784,16.0
7785,3.0
7786,2.0
7787,19846.0
7788,36.0
7789,6.0
7790,5.0
7791,81.0
7792,2.0
7793,0.0
7794,33.0
7795,0.0
7796,247.0
7797,62.0
7798,59.0
7799,34.0
7800,14.0
7801,65.0
7802,22.0
7803,0.0
7804,26.0
7805,35.0
7806,0.0
7807,2.0
7808,3.0
7809,77.0
7810,43.0
7811,0.0
7812,0.0
7813,1.0
7814,74.0
7815,151.0
7816,11.0
7817,12.0
7818,0.0
7819,1.0
7820,4.0
7821,2.0
7822,16.0
7823,108.0
7824,0.0
7825,16.0
7826,174.0
7827,11.0
7828,17.0
7829,4.0
7830,7.0
7831,42.0
7832,104.0
7833,29.0
7834,182.0
7835,14.0
7836,2.0
7837,509.0
7838,0.0
7839,1.0
7840,20.0
7841,72.0
7842,16.0
7843,0.0
7844,33.0
7845,89.0
7846,29.0
7847,1782.0
7848,0.0
7849,0.0
7850,26.0
7851,1.0
7852,64.0
7853,10.0
7854,0.0
7855,0.0
7856,1.0
7857,14.0
7858,11.0
7859,0.0
7860,20.0
7861,0.0
7862,0.0
7863,0.0
7864,21.0
7865,35.0
7866,0.0
7867,0.0
7868,0.0
7869,1.0
7870,64.0
7871,813.0
7872,18.0
7873,0.0
7874,0.0
7875,0.0
7876,647.0
7877,8.0
7878,0.0
7879,0.0
7880,37.0
7881,27.0
7882,23.0
7883,0.0
7884,22.0
7885,17.0
7886,701.0
7887,61.0
7888,6.0
7889,2.0
7890,13.0
7891,0.0
7892,9.0
7893,8.0
7894,122.0
7895,16.0
7896,0.0
7897,0.0
7898,40.0
7899,6.0
7900,0.0
7901,0.0
7902,73.0
7903,45.0
7904,0.0
7905,149.0
7906,111.0
7907,0.0
7908,5.0
7909,6.0
7910,19.0
7911,4.0
7912,5.0
7913,0.0
7914,5.0
7915,3.0
7916,4.0
7917,18.0
7918,72.0
7919,139.0
7920,133.0
7921,0.0
7922,33.0
7923,5.0
7924,1.0
7925,4.0
7926,0.0
7927,13.0
7928,0.0
7929,3.0
7930,0.0
7931,0.0
7932,0.0
7933,11.0
7934,1.0
7935,0.0
7936,7.0
7937,86.0
7938,0.0
7939,622.0
7940,19.0
7941,12.0
7942,63.0
7943,0.0
7944,25.0
7945,1.0
7946,19.0
7947,77.0
7948,4.0
7949,2.0
7950,6.0
7951,2.0
7952,12.0
7953,32.0
7954,6.0
7955,0.0
7956,8.0
7957,69.0
7958,29.0
7959,5.0
7960,10.0
7961,4.0
7962,1.0
7963,15.0
7964,2.0
7965,12.0
7966,1.0
7967,1.0
7968,7.0
7969,5.0
7970,0.0
7971,0.0
7972,5.0
7973,1.0
7974,0.0
7975,44.0
7976,0.0
7977,0.0
7978,7.0
7979,0.0
7980,42.0
7981,88.0
7982,16.0
7983,13.0
7984,12.0
7985,29.0
7986,32.0
7987,21.0
7988,264.0
7989,279.0
7990,16.0
7991,40.0
7992,312.0
7993,7.0
7994,4.0
7995,0.0
7996,24.0
7997,45.0
7998,4.0
7999,1.0
8000,30.0
8001,141.0
8002,2.0
8003,0.0
8004,0.0
8005,73.0
8006,16.0
8007,0.0
8008,14.0
8009,22.0
8010,0.0
8011,53.0
8012,0.0
8013,30.0
8014,10.0
8015,0.0
8016,0.0
8017,10.0
8018,112.0
8019,2.0
8020,19.0
8021,1.0
8022,38.0
8023,2.0
8024,1.0
8025,33.0
8026,0.0
8027,4.0
8028,0.0
8029,0.0
8030,91.0
8031,363.0
8032,15.0
8033,9.0
8034,1.0
8035,49.0
8036,72.0
8037,11.0
8038,3.0
8039,12.0
8040,506.0
8041,135.0
8042,18.0
8043,6.0
8044,0.0
8045,252.0
8046,14.0
8047,22.0
8048,114.0
8049,1.0
8050,156.0
8051,75.0
8052,2039.0
8053,0.0
8054,5.0
8055,60.0
8056,273.0
8057,1.0
8058,0.0
8059,0.0
8060,88.0
8061,59.0
8062,0.0
8063,0.0
8064,5.0
8065,0.0
8066,86.0
8067,0.0
8068,234.0
8069,172.0
8070,7.0
8071,2.0
8072,5.0
8073,19.0
8074,35.0
8075,19.0
8076,0.0
8077,31.0
8078,16.0
8079,9.0
8080,47.0
8081,5.0
8082,0.0
8083,0.0
8084,20.0
