,population
2106,0.0
2107,0.0
2108,71.0
2109,92.0
2110,68.0
2111,3.0
2112,0.0
2113,332.0
2114,200.0
2115,15.0
2116,0.0
2117,18.0
2118,563.0
2119,0.0
2120,0.0
2121,0.0
2122,0.0
2123,0.0
2124,0.0
2125,20.0
2126,500.0
2127,0.0
2128,1.0
2129,6.0
2130,117.0
2131,0.0
2132,11.0
2133,346.0
2134,154.0
2135,3.0
2136,70.0
2137,482.0
2138,1507.0
2139,12.0
2140,0.0
2141,0.0
2142,75.0
2143,0.0
2144,2.0
2145,245.0
2146,12.0
2147,673.0
2148,0.0
2149,0.0
2150,250.0
2151,20.0
2152,143.0
2153,13.0
2154,0.0
2155,0.0
2156,0.0
2157,0.0
2158,0.0
2159,4.0
2160,0.0
2161,34.0
2162,100.0
2163,277.0
2164,69.0
2165,329.0
2166,112.0
2167,0.0
2168,0.0
2169,250.0
2170,160.0
2171,1.0
2172,33.0
2173,12.0
2174,15.0
2175,0.0
2176,0.0
2177,0.0
2178,0.0
2179,2.0
2180,0.0
2181,0.0
2182,100.0
2183,45.0
2184,300000.0
2185,0.0
2186,9.0
2187,0.0
2188,18.0
2189,14.0
2190,0.0
2191,11.0
2192,12.0
2193,5.0
2194,443.0
2195,0.0
2196,12.0
2197,0.0
2198,0.0
2199,1.0
2200,22.0
2201,2.0
2202,20.0
2203,21.0
2204,0.0
2205,785.0
2206,67.0
2207,55.0
2208,727.0
2209,10.0
2210,33.0
2211,4.0
2212,0.0
2213,0.0
2214,0.0
2215,0.0
2216,7.0
2217,1.0
2218,102.0
2219,70.0
2220,117.0
2221,131.0
2222,44.0
2223,0.0
2224,0.0
2225,20.0
2226,0.0
2227,3.0
2228,0.0
2229,0.0
2230,0.0
2231,42.0
2232,50.0
2233,140.0
2234,135.0
2235,1.0
2236,10.0
2237,186.0
2238,21.0
2239,0.0
2240,39.0
2241,95.0
2242,0.0
2243,0.0
2244,0.0
2245,10.0
2246,17.0
2247,596.0
2248,0.0
2249,19.0
2250,11.0
2251,2.0
2252,126.0
2253,10.0
2254,56.0
2255,0.0
2256,0.0
2257,0.0
2258,0.0
2259,19.0
2260,0.0
2261,0.0
2262,76.0
2263,7.0
2264,0.0
2265,150000.0
2266,0.0
2267,0.0
2268,0.0
2269,0.0
2270,0.0
2271,0.0
2272,0.0
2273,0.0
2274,50.0
2275,1346.0
2276,82.0
2277,2.0
2278,188.0
2279,10.0
2280,111.0
2281,21.0
2282,76.0
2283,658.0
2284,0.0
2285,0.0
2286,12.0
2287,0.0
2288,10.0
2289,0.0
2290,1.0
2291,30.0
2292,36.0
2293,30.0
2294,12.0
2295,0.0
2296,0.0
2297,0.0
2298,1200.0
2299,0.0
2300,263.0
2301,10.0
2302,0.0
2303,0.0
2304,0.0
2305,42.0
2306,85.0
2307,31.0
2308,100.0
2309,13.0
2310,37.0
2311,0.0
2312,29.0
2313,0.0
2314,0.0
2315,3.0
2316,2.0
2317,54.0
2318,3.0
2319,6.0
2320,17.0
2321,4.0
2322,0.0
2323,0.0
2324,22.0
2325,0.0
2326,0.0
2327,0.0
2328,0.0
2329,4.0
2330,230.0
2331,2.0
2332,26.0
2333,0.0
2334,20.0
2335,290.0
2336,726.0
2337,14.0
2338,524.0
2339,0.0
2340,0.0
2341,7.0
2342,20.0
2343,14.0
2344,0.0
2345,166.0
2346,47.0
2347,14.0
2348,48.0
2349,3.0
2350,0.0
2351,68.0
2352,0.0
2353,4.0
2354,109.0
2355,0.0
2356,0.0
2357,200.0
2358,0.0
2359,4.0
2360,39.0
2361,1.0
2362,7.0
2363,2679.0
2364,0.0
2365,0.0
2366,0.0
2367,0.0
2368,60.0
2369,0.0
2370,0.0
2371,0.0
2372,400.0
2373,0.0
2374,53.0
2375,17.0
2376,6.0
2377,0.0
2378,0.0
2379,31.0
2380,0.0
2381,28.0
2382,437.0
2383,80.0
2384,33.0
2385,155.0
2386,0.0
2387,64.0
2388,0.0
2389,68.0
2390,57.0
2391,6.0
2392,12.0
2393,25.0
2394,27.0
2395,11.0
2396,12.0
2397,0.0
2398,0.0
2399,61.0
2400,0.0
2401,27.0
2402,7.0
2403,71.0
2404,50.0
2405,15000.0
2406,0.0
2407,0.0
2408,0.0
2409,1.0
2410,100.0
2411,22.0
2412,12.0
2413,0.0
2414,0.0
2415,180.0
2416,0.0
2417,89.0
2418,1152.0
2419,64.0
2420,60.0
2421,119.0
2422,177.0
2423,21800.0
2424,2.0
2425,0.0
2426,10.0
2427,0.0
2428,4.0
2429,0.0
2430,0.0
2431,0.0
2432,12.0
2433,30.0
2434,26.0
2435,0.0
2436,40.0
2437,0.0
2438,0.0
2439,0.0
2440,9.0
2441,32.0
2442,0.0
2443,0.0
2444,6.0
2445,4.0
2446,20.0
2447,3.0
2448,0.0
2449,0.0
2450,2.0
2451,10.0
2452,11.0
2453,21.0
2454,10.0
2455,0.0
2456,0.0
2457,225.0
2458,103.0
2459,1004.0
2460,652.0
2461,100.0
2462,78.0
2463,1.0
2464,329.0
2465,7.0
2466,49.0
2467,57.0
2468,0.0
2469,0.0
2470,9500.0
2471,0.0
2472,8.0
2473,0.0
2474,0.0
2475,0.0
2476,0.0
2477,0.0
2478,46.0
2479,0.0
2480,4.0
2481,5.0
2482,0.0
2483,150.0
2484,0.0
2485,0.0
2486,2.0
2487,25.0
2488,54.0
2489,300.0
2490,186.0
2491,0.0
2492,500.0
2493,100.0
2494,14.0
2495,32.0
2496,0.0
2497,0.0
2498,29.0
2499,0.0
2500,11.0
2501,0.0
2502,0.0
2503,18.0
2504,0.0
2505,13.0
2506,12.0
2507,227.0
2508,104.0
2509,32.0
2510,38.0
2511,93.0
2512,798.0
2513,9.0
2514,0.0
2515,0.0
2516,3.0
2517,1.0
2518,8.0
2519,4.0
2520,3.0
2521,0.0
2522,26.0
2523,4.0
2524,19.0
2525,100.0
2526,65.0
2527,3.0
2528,0.0
2529,29.0
2530,1.0
2531,28.0
2532,0.0
2533,0.0
2534,0.0
2535,0.0
2536,0.0
2537,0.0
2538,23.0
2539,16.0
2540,0.0
2541,2.0
2542,313.0
2543,145.0
2544,0.0
2545,223.0
2546,1746.0
2547,13.0
2548,261.0
2549,4.0
2550,0.0
2551,0.0
2552,12.0
2553,0.0
2554,19.0
2555,1.0
2556,5.0
2557,0.0
2558,0.0
2559,0.0
2560,20.0
2561,0.0
2562,5.0
2563,0.0
2564,79.0
2565,69.0
2566,0.0
2567,84.0
2568,79.0
2569,96.0
2570,6.0
2571,64.0
2572,187.0
2573,65.0
2574,88.0
2575,301.0
2576,65.0
2577,24.0
2578,11.0
2579,1.0
2580,65.0
2581,200.0
2582,2.0
2583,54.0
2584,14.0
2585,13.0
2586,20.0
2587,0.0
2588,17.0
2589,0.0
2590,33.0
2591,0.0
2592,43.0
2593,0.0
2594,99.0
2595,20.0
2596,0.0
2597,0.0
2598,11.0
2599,0.0
2600,0.0
2601,0.0
2602,22.0
2603,1.0
2604,1.0
2605,0.0
2606,11.0
2607,2.0
2608,16.0
2609,62.0
2610,40.0
2611,3.0
2612,176.0
2613,0.0
2614,15.0
2615,0.0
2616,0.0
2617,101.0
2618,1100.0
2619,3.0
2620,0.0
2621,42.0
2622,23.0
2623,15.0
2624,13.0
2625,14.0
2626,65.0
2627,0.0
2628,0.0
2629,0.0
2630,0.0
2631,48.0
2632,13.0
2633,1.0
2634,0.0
2635,0.0
2636,3.0
2637,165.0
2638,435.0
2639,1.0
2640,0.0
2641,0.0
2642,0.0
2643,70.0
2644,0.0
2645,1.0
2646,0.0
2647,0.0
2648,225.0
2649,2055.0
2650,12.0
2651,0.0
2652,25.0
2653,0.0
2654,12.0
2655,95.0
2656,0.0
2657,1.0
2658,0.0
2659,26.0
2660,0.0
2661,1.0
2662,5.0
2663,127.0
2664,32.0
2665,0.0
2666,20.0
2667,199.0
2668,65.0
2669,101.0
2670,31.0
2671,274.0
2672,191.0
2673,0.0
2674,5.0
2675,21.0
2676,653.0
2677,24.0
2678,0.0
2679,0.0
2680,0.0
2681,3.0
2682,1.0
2683,0.0
2684,5002.0
2685,0.0
2686,100.0
2687,30.0
2688,5.0
2689,0.0
2690,367.0
2691,0.0
2692,1.0
2693,23.0
2694,4.0
2695,5.0
2696,20.0
2697,0.0
2698,0.0
2699,1.0
2700,1000.0
2701,48.0
2702,0.0
2703,0.0
2704,84.0
2705,0.0
2706,0.0
2707,0.0
2708,10.0
2709,0.0
2710,33.0
2711,0.0
2712,127.0
2713,198.0
2714,3.0
2715,131.0
2716,0.0
2717,300.0
2718,100.0
2719,114.0
2720,1200.0
2721,103.0
2722,63.0
2723,0.0
2724,2.0
2725,718.0
2726,147.0
2727,0.0
2728,57.0
2729,33.0
2730,9.0
2731,9.0
2732,2.0
2733,8.0
2734,0.0
2735,0.0
2736,50.0
2737,619.0
2738,0.0
2739,0.0
2740,0.0
2741,0.0
2742,18.0
2743,0.0
2744,0.0
2745,2.0
2746,16.0
2747,0.0
2748,50.0
2749,0.0
2750,0.0
2751,3.0
2752,0.0
2753,188.0
2754,1.0
2755,0.0
2756,0.0
2757,100.0
2758,73.0
2759,95.0
2760,0.0
2761,1094.0
2762,1.0
2763,0.0
2764,315.0
2765,10.0
2766,10.0
2767,0.0
2768,0.0
2769,0.0
2770,600.0
2771,0.0
2772,110.0
2773,26.0
2774,52.0
2775,0.0
2776,0.0
2777,0.0
2778,24.0
2779,0.0
2780,30.0
2781,0.0
2782,61.0
2783,0.0
2784,8.0
2785,80.0
2786,0.0
2787,151.0
2788,0.0
2789,0.0
2790,0.0
2791,40.0
2792,96.0
2793,0.0
2794,22.0
2795,101.0
2796,48.0
2797,0.0
2798,506.0
2799,0.0
2800,0.0
2801,25.0
2802,10.0
2803,6.0
2804,1.0
2805,0.0
2806,0.0
2807,16.0
2808,2.0
2809,2379.0
2810,61.0
2811,33.0
2812,1031.0
2813,0.0
2814,0.0
2815,0.0
2816,77.0
2817,300.0
2818,355.0
2819,8.0
2820,0.0
2821,2.0
2822,0.0
2823,0.0
2824,1400.0
2825,939.0
2826,635.0
2827,258.0
2828,350.0
2829,52.0
2830,135.0
2831,200.0
2832,2.0
2833,120.0
2834,26.0
2835,0.0
2836,0.0
2837,7.0
2838,28.0
2839,23.0
2840,0.0
2841,0.0
2842,6.0
2843,0.0
2844,0.0
2845,0.0
2846,0.0
2847,0.0
2848,45.0
2849,0.0
2850,0.0
2851,10.0
2852,0.0
2853,0.0
2854,0.0
2855,0.0
2856,56.0
2857,5.0
2858,0.0
2859,0.0
2860,0.0
2861,15.0
2862,4.0
2863,0.0
2864,27.0
2865,54.0
2866,179.0
2867,43.0
2868,7.0
2869,382.0
2870,450.0
2871,850.0
2872,1250.0
2873,250.0
2874,255.0
2875,74.0
2876,1.0
2877,90.0
2878,0.0
2879,0.0
2880,49.0
2881,27.0
2882,50.0
2883,25.0
2884,0.0
2885,0.0
2886,0.0
2887,0.0
2888,31.0
2889,200.0
2890,0.0
2891,23.0
2892,0.0
2893,288.0
2894,17.0
2895,0.0
2896,0.0
2897,100.0
2898,0.0
2899,27.0
2900,0.0
2901,20.0
2902,0.0
2903,130.0
2904,0.0
2905,130.0
2906,709.0
2907,27.0
2908,106.0
2909,70.0
2910,1.0
2911,6.0
2912,196.0
2913,50.0
2914,36.0
2915,30.0
2916,38.0
2917,80.0
2918,54.0
2919,0.0
2920,788.0
2921,76.0
2922,0.0
2923,48.0
2924,96.0
2925,0.0
2926,0.0
2927,0.0
2928,0.0
2929,1.0
2930,33.0
2931,22.0
2932,0.0
2933,25000.0
2934,0.0
2935,43.0
2936,0.0
2937,11.0
2938,664.0
2939,0.0
2940,0.0
2941,13.0
2942,64.0
2943,0.0
2944,0.0
2945,0.0
2946,0.0
2947,0.0
2948,27.0
2949,0.0
2950,66.0
2951,11.0
2952,157.0
2953,1.0
2954,0.0
2955,38.0
2956,0.0
2957,25.0
2958,0.0
2959,0.0
2960,0.0
2961,11.0
2962,0.0
2963,2.0
2964,12.0
2965,9.0
2966,12.0
2967,12.0
2968,0.0
2969,1.0
2970,170.0
2971,180.0
2972,800.0
2973,15.0
2974,0.0
2975,67.0
2976,70.0
2977,61.0
2978,69.0
2979,36.0
2980,0.0
2981,1.0
2982,21.0
2983,42.0
2984,2000.0
2985,4.0
2986,250.0
2987,865.0
2988,0.0
2989,0.0
2990,16.0
2991,0.0
2992,10.0
2993,0.0
2994,0.0
2995,22.0
2996,35.0
2997,12.0
2998,33.0
2999,0.0
3000,10.0
3001,0.0
3002,9.0
3003,13.0
3004,7.0
3005,5.0
3006,10.0
3007,0.0
3008,3.0
3009,9.0
3010,10.0
3011,0.0
3012,0.0
3013,120.0
3014,18.0
3015,6.0
3016,0.0
3017,127.0
3018,1609.0
3019,41.0
3020,45.0
3021,93.0
3022,100.0
3023,0.0
3024,0.0
3025,10.0
3026,18.0
3027,15.0
3028,1.0
3029,109.0
3030,325.0
3031,0.0
3032,46.0
3033,3.0
3034,40.0
3035,0.0
3036,1.0
3037,2.0
3038,11.0
3039,0.0
3040,1.0
3041,9.0
3042,13.0
3043,49.0
3044,0.0
3045,20.0
3046,38.0
3047,44.0
3048,0.0
3049,99.0
3050,378.0
3051,0.0
3052,0.0
3053,10.0
3054,237.0
3055,10.0
3056,34.0
3057,274.0
3058,17.0
3059,98.0
3060,0.0
3061,0.0
3062,458.0
3063,13.0
3064,10.0
3065,67.0
3066,84.0
3067,28.0
3068,27.0
3069,53.0
3070,0.0
3071,0.0
3072,959.0
3073,0.0
3074,25.0
3075,38.0
3076,0.0
3077,144.0
3078,21.0
3079,0.0
3080,6.0
3081,6.0
3082,0.0
3083,0.0
3084,3.0
3085,0.0
3086,16.0
3087,0.0
3088,117.0
3089,231.0
3090,250.0
3091,54.0
3092,370.0
3093,1.0
3094,0.0
3095,0.0
3096,0.0
3097,0.0
3098,17.0
3099,7.0
3100,0.0
3101,8.0
3102,5.0
3103,0.0
3104,127.0
3105,495.0
3106,73.0
3107,36.0
3108,60.0
3109,533.0
3110,0.0
3111,23.0
3112,1.0
3113,10.0
3114,1.0
3115,4.0
3116,0.0
3117,64.0
3118,1.0
3119,4.0
3120,0.0
3121,9.0
3122,0.0
3123,0.0
3124,0.0
3125,0.0
3126,5.0
3127,14.0
3128,43.0
3129,0.0
3130,83.0
3131,0.0
3132,0.0
3133,1.0
3134,3.0
3135,0.0
3136,5.0
3137,0.0
3138,6.0
3139,22.0
3140,169.0
3141,33.0
3142,264.0
3143,74.0
3144,69.0
3145,81.0
3146,30.0
3147,16.0
3148,620.0
3149,1207.0
3150,2.0
3151,40021.0
3152,0.0
3153,21.0
3154,21.0
3155,6.0
3156,0.0
3157,27.0
3158,0.0
3159,40.0
3160,0.0
3161,44.0
3162,0.0
3163,40.0
3164,127.0
3165,27.0
3166,0.0
3167,33.0
3168,0.0
3169,22.0
3170,0.0
3171,380.0
3172,45.0
3173,38.0
3174,36.0
3175,0.0
3176,0.0
3177,0.0
3178,8.0
3179,0.0
3180,0.0
3181,0.0
3182,0.0
3183,4.0
3184,0.0
3185,20.0
3186,0.0
3187,30.0
3188,22.0
3189,18.0
3190,0.0
3191,200.0
3192,61.0
3193,33.0
3194,0.0
3195,0.0
3196,2417.0
3197,50.0
3198,28.0
3199,98.0
3200,737.0
3201,0.0
3202,0.0
3203,0.0
3204,9.0
3205,0.0
3206,0.0
3207,5.0
3208,0.0
3209,19.0
3210,43.0
3211,0.0
3212,0.0
3213,0.0
3214,36.0
3215,0.0
3216,1.0
3217,0.0
3218,37.0
3219,69.0
3220,0.0
3221,5.0
3222,0.0
3223,6.0
3224,183.0
3225,0.0
3226,0.0
3227,0.0
3228,11.0
3229,35.0
3230,0.0
3231,3.0
3232,79.0
3233,83.0
3234,82.0
3235,102.0
3236,0.0
3237,8.0
3238,0.0
3239,0.0
3240,0.0
3241,10.0
3242,2.0
3243,0.0
3244,0.0
3245,154.0
3246,80.0
3247,1193.0
3248,0.0
3249,0.0
3250,0.0
3251,0.0
3252,5.0
3253,0.0
3254,3.0
3255,182.0
3256,265.0
3257,121.0
3258,138866.0
3259,20.0
3260,0.0
3261,24.0
3262,0.0
3263,0.0
3264,141.0
3265,0.0
3266,2000.0
3267,1.0
3268,26.0
3269,1835.0
3270,200.0
3271,39.0
3272,69.0
3273,147.0
3274,2.0
3275,2.0
3276,10.0
3277,95.0
3278,0.0
3279,0.0
3280,47.0
3281,1.0
3282,0.0
3283,0.0
3284,0.0
3285,5.0
3286,10.0
3287,1.0
3288,0.0
3289,13.0
3290,0.0
3291,20.0
3292,0.0
3293,48.0
3294,8.0
3295,5.0
3296,5.0
3297,14.0
3298,23.0
3299,22.0
3300,28.0
3301,112.0
3302,33.0
3303,0.0
3304,57.0
3305,1500.0
3306,89.0
3307,927.0
3308,125.0
3309,0.0
3310,0.0
3311,56.0
3312,22.0
3313,20.0
3314,5.0
3315,0.0
3316,15.0
3317,8.0
3318,2.0
3319,101.0
3320,43.0
3321,0.0
3322,100.0
3323,54.0
3324,72.0
3325,0.0
3326,0.0
3327,0.0
3328,27.0
3329,36.0
3330,0.0
3331,0.0
3332,23.0
3333,13.0
3334,0.0
3335,0.0
3336,0.0
3337,23.0
3338,6.0
3339,4.0
3340,0.0
3341,472.0
3342,0.0
3343,51.0
3344,6.0
3345,0.0
3346,300.0
3347,523.0
3348,24.0
3349,25.0
3350,30.0
3351,12.0
3352,64.0
3353,25.0
3354,60.0
3355,10.0
3356,6083.0
3357,640.0
3358,200.0
3359,0.0
3360,0.0
3361,108.0
3362,0.0
3363,274.0
3364,0.0
3365,2.0
3366,50.0
3367,41.0
3368,39.0
3369,0.0
3370,1.0
3371,16.0
3372,38.0
3373,42.0
3374,1.0
3375,33.0
3376,0.0
3377,0.0
3378,2.0
3379,15.0
3380,0.0
3381,17.0
3382,48.0
3383,22.0
3384,28.0
3385,195.0
3386,259.0
3387,38.0
3388,13.0
3389,10.0
3390,0.0
3391,5.0
3392,14.0
3393,150.0
3394,450.0
3395,11.0
3396,45.0
3397,0.0
3398,0.0
3399,2.0
3400,0.0
3401,17.0
3402,23.0
3403,4.0
3404,4.0
3405,49.0
3406,107.0
3407,30.0
3408,0.0
3409,0.0
3410,0.0
3411,0.0
3412,0.0
3413,0.0
3414,25.0
3415,515.0
3416,49.0
3417,495.0
3418,144.0
3419,221.0
3420,9.0
3421,11.0
3422,0.0
3423,0.0
3424,0.0
3425,0.0
3426,1.0
3427,0.0
3428,0.0
3429,0.0
3430,21.0
3431,22.0
3432,552.0
3433,0.0
3434,1.0
3435,3.0
3436,1.0
3437,47.0
3438,1.0
3439,0.0
3440,1.0
3441,5.0
3442,2.0
3443,0.0
3444,0.0
3445,0.0
3446,2500.0
3447,57.0
3448,75.0
3449,275.0
3450,179.0
3451,567.0
3452,60.0
3453,60.0
3454,25.0
3455,5.0
3456,63.0
3457,0.0
3458,0.0
3459,2.0
3460,15.0
3461,0.0
3462,0.0
3463,11.0
3464,0.0
3465,58.0
3466,5.0
3467,0.0
3468,10.0
3469,22.0
3470,25.0
3471,1.0
3472,14.0
3473,0.0
3474,80.0
3475,3.0
3476,5.0
3477,0.0
3478,18.0
3479,179.0
3480,1.0
3481,0.0
3482,0.0
3483,0.0
3484,56.0
3485,0.0
3486,0.0
3487,0.0
3488,40.0
3489,112.0
3490,1334.0
3491,55.0
3492,12.0
3493,0.0
3494,0.0
3495,79.0
3496,26.0
3497,75.0
3498,0.0
3499,0.0
3500,0.0
3501,35.0
3502,18.0
3503,0.0
3504,0.0
3505,0.0
3506,31.0
3507,1.0
3508,0.0
3509,2.0
3510,3.0
3511,3.0
3512,1346.0
3513,243.0
3514,12.0
3515,653.0
3516,261.0
3517,8.0
3518,0.0
3519,0.0
3520,1.0
3521,20.0
3522,27.0
3523,50.0
3524,0.0
3525,9.0
3526,1.0
3527,3.0
3528,1.0
3529,55.0
3530,200.0
3531,31.0
3532,2.0
3533,0.0
3534,100.0
3535,115.0
3536,10.0
3537,0.0
3538,0.0
3539,15.0
3540,17.0
3541,1.0
3542,0.0
3543,0.0
3544,0.0
3545,0.0
3546,4.0
3547,190.0
3548,357.0
3549,31.0
3550,64.0
3551,0.0
3552,0.0
3553,0.0
3554,2.0
3555,0.0
3556,109.0
3557,6.0
3558,0.0
3559,0.0
3560,1000.0
3561,190.0
3562,41.0
3563,120.0
3564,0.0
3565,139.0
3566,75.0
3567,2.0
3568,63.0
3569,20.0
3570,75.0
3571,10.0
3572,3.0
3573,9.0
3574,0.0
3575,46.0
3576,5.0
3577,5.0
3578,6.0
3579,0.0
3580,0.0
3581,18.0
3582,12.0
3583,22.0
3584,15.0
3585,10.0
3586,450.0
3587,34.0
3588,0.0
3589,3.0
3590,2.0
3591,21.0
3592,4.0
3593,10.0
3594,2.0
3595,0.0
3596,4.0
3597,0.0
3598,0.0
3599,1.0
3600,0.0
3601,1.0
3602,0.0
3603,7.0
3604,39.0
3605,374.0
3606,0.0
3607,13.0
3608,72.0
3609,59.0
3610,3.0
3611,0.0
3612,9748.0
3613,827.0
3614,35.0
3615,435.0
3616,0.0
3617,20.0
3618,186.0
3619,3.0
3620,24.0
3621,374.0
3622,407.0
3623,0.0
3624,8.0
3625,9.0
3626,2.0
3627,239.0
3628,0.0
3629,56.0
3630,27.0
3631,18.0
3632,95.0
3633,1.0
3634,10.0
3635,11.0
3636,32.0
3637,8.0
3638,8.0
3639,65.0
3640,6.0
3641,0.0
3642,0.0
3643,0.0
3644,0.0
3645,45.0
3646,20.0
3647,0.0
3648,38.0
3649,0.0
3650,7.0
3651,0.0
3652,2.0
3653,30.0
3654,72.0
3655,37.0
3656,1.0
3657,0.0
3658,0.0
3659,1048.0
3660,28.0
3661,15.0
3662,0.0
3663,58.0
3664,609.0
3665,6.0
3666,80.0
3667,5.0
3668,48.0
3669,21.0
3670,28.0
3671,490.0
3672,79.0
3673,53.0
3674,0.0
3675,15.0
3676,6.0
3677,14.0
3678,3.0
3679,0.0
3680,41.0
3681,138.0
3682,299.0
3683,3.0
3684,21.0
3685,0.0
3686,4.0
3687,22.0
3688,0.0
3689,0.0
3690,18.0
3691,23.0
3692,4.0
3693,5.0
3694,0.0
3695,5.0
3696,135.0
3697,0.0
3698,54.0
3699,9.0
3700,0.0
3701,2.0
3702,48.0
3703,5.0
3704,0.0
3705,93.0
3706,274.0
3707,13.0
3708,4.0
3709,3.0
3710,100.0
3711,64.0
3712,3.0
3713,203.0
3714,4.0
3715,5.0
3716,31.0
3717,12.0
3718,7.0
3719,160.0
3720,24.0
3721,0.0
3722,5.0
3723,1.0
3724,4.0
3725,22.0
3726,4.0
3727,0.0
3728,0.0
3729,0.0
3730,22.0
3731,29.0
3732,40.0
3733,12.0
3734,64.0
3735,35.0
3736,170.0
3737,0.0
3738,5.0
3739,0.0
3740,0.0
3741,0.0
3742,0.0
3743,22.0
3744,17.0
3745,0.0
3746,0.0
3747,0.0
3748,0.0
3749,1.0
3750,104.0
3751,1564.0
3752,48.0
3753,101.0
3754,1385.0
3755,6.0
3756,39.0
3757,0.0
3758,271.0
3759,7.0
3760,11.0
3761,19.0
3762,0.0
3763,2.0
3764,12.0
3765,2.0
3766,2.0
3767,6.0
3768,5.0
3769,145.0
3770,171.0
3771,8.0
3772,32.0
3773,22.0
3774,0.0
3775,600.0
3776,10.0
3777,12.0
3778,20.0
3779,4.0
3780,22.0
3781,3.0
3782,10.0
3783,7.0
3784,14.0
3785,0.0
3786,10.0
3787,1.0
3788,0.0
3789,151.0
3790,1122.0
3791,454.0
3792,17.0
3793,42.0
3794,96.0
3795,0.0
3796,161.0
3797,2001.0
3798,14.0
3799,11.0
3800,208.0
3801,14.0
3802,3.0
3803,36.0
3804,68.0
3805,3.0
3806,1.0
3807,4.0
3808,7.0
3809,0.0
3810,3.0
3811,0.0
3812,162.0
3813,0.0
3814,506.0
3815,28.0
3816,0.0
3817,4.0
3818,0.0
3819,0.0
3820,47.0
3821,3.0
3822,212.0
3823,0.0
3824,17.0
3825,5.0
3826,240.0
3827,2.0
3828,60.0
3829,30.0
3830,0.0
3831,0.0
3832,0.0
3833,316.0
3834,36.0
3835,52.0
3836,33.0
3837,81.0
3838,50.0
3839,1.0
3840,11.0
3841,27.0
3842,62.0
3843,186.0
3844,5.0
3845,1.0
3846,0.0
3847,0.0
3848,2.0
3849,0.0
3850,11.0
3851,42.0
3852,46.0
3853,12.0
3854,0.0
3855,8.0
3856,0.0
3857,0.0
3858,100.0
3859,30.0
3860,0.0
3861,71.0
3862,31.0
3863,9.0
3864,19.0
3865,0.0
3866,0.0
3867,30.0
3868,45.0
3869,31.0
3870,4.0
3871,7.0
3872,60.0
3873,37.0
3874,0.0
3875,5.0
3876,122.0
3877,38.0
3878,13.0
3879,26.0
3880,18.0
3881,310.0
3882,21.0
3883,30.0
3884,0.0
3885,0.0
3886,2.0
3887,17.0
3888,10.0
3889,354.0
3890,4.0
3891,0.0
3892,2.0
3893,0.0
3894,0.0
3895,0.0
3896,6.0
3897,2.0
3898,1.0
3899,1.0
3900,0.0
3901,7.0
3902,2.0
3903,5.0
3904,0.0
3905,0.0
3906,6.0
3907,20.0
3908,0.0
3909,120.0
3910,250.0
3911,50.0
3912,441.0
3913,525.0
3914,56.0
3915,172.0
3916,0.0
3917,0.0
3918,18.0
3919,92.0
3920,86.0
3921,42.0
3922,0.0
3923,20.0
3924,0.0
3925,0.0
3926,0.0
3927,2.0
3928,0.0
3929,3.0
3930,2.0
3931,28.0
3932,0.0
3933,71.0
3934,120.0
3935,1498.0
3936,37.0
3937,178.0
3938,58.0
3939,445.0
3940,29.0
3941,55.0
3942,69.0
3943,0.0
3944,17.0
3945,0.0
3946,0.0
3947,0.0
3948,2.0
3949,2.0
3950,5.0
3951,0.0
3952,0.0
3953,2.0
3954,9.0
3955,2.0
3956,3.0
3957,10.0
3958,32.0
3959,7.0
3960,0.0
3961,0.0
3962,30.0
3963,27.0
3964,16.0
3965,9.0
3966,1.0
3967,145.0
3968,0.0
3969,52.0
3970,0.0
3971,31.0
3972,14.0
3973,18.0
3974,99.0
3975,27.0
3976,113.0
3977,558.0
3978,1514.0
3979,200.0
3980,440.0
3981,222.0
3982,16.0
3983,1.0
3984,10.0
3985,34.0
3986,0.0
3987,5297.0
3988,0.0
3989,3.0
3990,112.0
3991,0.0
3992,73.0
3993,0.0
3994,0.0
3995,26.0
3996,0.0
3997,0.0
3998,3.0
3999,0.0
4000,18.0
4001,43.0
4002,730.0
4003,0.0
4004,64.0
4005,49.0
4006,170.0
4007,0.0
4008,0.0
4009,51.0
4010,0.0
4011,0.0
4012,0.0
4013,0.0
4014,1.0
4015,20.0
4016,0.0
4017,0.0
4018,38.0
4019,0.0
4020,1.0
4021,1.0
4022,140.0
4023,95.0
4024,85.0
4025,0.0
4026,451.0
4027,612.0
4028,1.0
4029,20.0
4030,0.0
4031,47.0
4032,416.0
4033,13.0
4034,0.0
4035,31.0
4036,1218.0
4037,0.0
4038,1.0
4039,0.0
4040,68.0
4041,0.0
4042,2.0
4043,1989.0
4044,208.0
4045,20.0
4046,17.0
4047,52.0
4048,93.0
4049,8.0
4050,20.0
4051,2.0
4052,3.0
4053,0.0
4054,231.0
4055,27.0
4056,0.0
4057,94.0
4058,63.0
4059,0.0
4060,74.0
4061,3.0
4062,0.0
4063,40.0
4064,670.0
4065,0.0
4066,11.0
4067,104.0
4068,8.0
4069,38.0
4070,7.0
4071,253.0
4072,16.0
4073,0.0
4074,207.0
4075,0.0
4076,0.0
4077,70.0
4078,1.0
4079,4.0
4080,9.0
4081,6.0
4082,1.0
4083,0.0
4084,0.0
4085,0.0
4086,11.0
4087,200.0
4088,55.0
4089,77.0
4090,549.0
4091,0.0
4092,40.0
4093,15.0
4094,75.0
4095,96.0
4096,7.0
4097,10.0
